line,time,score,numBroken,brokenInvariants,brokenSensors
=>633,278010000.000,0.000000,0,"[]","[]"
=>634,278016000.000,0.000000,0,"[]","[]"
=>635,278022000.000,0.000000,0,"[]","[]"
=>636,278028000.000,0.000000,0,"[]","[]"
=>637,278034000.000,0.000000,0,"[]","[]"
=>638,278040000.000,0.000000,0,"[]","[]"
=>639,278046000.000,0.000000,0,"[]","[]"
=>640,278052000.000,0.000000,0,"[]","[]"
=>641,278058000.000,0.000000,0,"[]","[]"
=>642,278064000.000,0.000000,0,"[]","[]"
=>643,278070000.000,0.000000,0,"[]","[]"
=>644,278076000.000,0.000000,0,"[]","[]"
=>645,278082000.000,0.000000,0,"[]","[]"
=>646,278088000.000,0.000000,0,"[]","[]"
=>647,278094000.000,0.000000,0,"[]","[]"
=>648,278100000.000,0.000000,0,"[]","[]"
=>649,278106000.000,0.000000,0,"[]","[]"
=>650,278112000.000,0.000000,0,"[]","[]"
=>651,278118000.000,0.000000,0,"[]","[]"
=>652,278124000.000,0.000000,0,"[]","[]"
=>653,278130000.000,0.000000,0,"[]","[]"
=>654,278136000.000,0.000000,0,"[]","[]"
=>655,278142000.000,0.000000,0,"[]","[]"
