line,time,score,numBroken,brokenInvariants,brokenSensors
=>318,19140000.000,0.000000,0,"[]","[]"
=>319,19200000.000,0.000000,0,"[]","[]"
=>320,19260000.000,0.000000,0,"[]","[]"
=>321,19320000.000,0.000000,0,"[]","[]"
=>322,19380000.000,0.000000,0,"[]","[]"
=>323,19440000.000,0.000000,0,"[]","[]"
=>324,19500000.000,0.000000,0,"[]","[]"
=>325,19560000.000,0.000000,0,"[]","[]"
=>326,19620000.000,0.000000,0,"[]","[]"
=>327,19680000.000,0.000000,0,"[]","[]"
=>328,19740000.000,0.000000,0,"[]","[]"
=>329,19800000.000,0.000000,0,"[]","[]"
=>330,19860000.000,0.000000,0,"[]","[]"
=>331,19920000.000,0.000000,0,"[]","[]"
=>332,19980000.000,0.000000,0,"[]","[]"
=>333,20040000.000,0.000000,0,"[]","[]"
=>334,20100000.000,0.000000,0,"[]","[]"
=>335,20160000.000,0.000000,0,"[]","[]"
=>336,20220000.000,0.000000,0,"[]","[]"
=>337,20280000.000,0.000000,0,"[]","[]"
=>338,20340000.000,0.000000,0,"[]","[]"
=>339,20400000.000,0.000000,0,"[]","[]"
=>340,20460000.000,0.000000,0,"[]","[]"
=>341,20520000.000,0.000000,0,"[]","[]"
=>342,20580000.000,0.000000,0,"[]","[]"
=>343,20640000.000,0.000000,0,"[]","[]"
=>344,20700000.000,0.000000,0,"[]","[]"
=>345,20760000.000,0.000000,0,"[]","[]"
=>346,20820000.000,0.000000,0,"[]","[]"
=>347,20880000.000,0.000000,0,"[]","[]"
=>348,20940000.000,0.000000,0,"[]","[]"
=>349,21000000.000,0.000000,0,"[]","[]"
=>350,21060000.000,0.000000,0,"[]","[]"
=>351,21120000.000,0.000000,0,"[]","[]"
=>352,21180000.000,0.000000,0,"[]","[]"
=>353,21240000.000,0.000000,0,"[]","[]"
=>354,21300000.000,0.000000,0,"[]","[]"
=>355,21360000.000,0.000000,0,"[]","[]"
=>356,21420000.000,0.000000,0,"[]","[]"
=>357,21480000.000,0.000000,0,"[]","[]"
=>358,21540000.000,0.000000,0,"[]","[]"
=>359,21600000.000,0.000000,0,"[]","[]"
=>360,21660000.000,0.000000,0,"[]","[]"
=>361,21720000.000,0.000000,0,"[]","[]"
=>362,21780000.000,0.000000,0,"[]","[]"
=>363,21840000.000,0.000000,0,"[]","[]"
=>364,21900000.000,0.000000,0,"[]","[]"
=>365,21960000.000,0.000000,0,"[]","[]"
=>366,22020000.000,0.000000,0,"[]","[]"
=>367,22080000.000,0.000000,0,"[]","[]"
=>368,22140000.000,0.000000,0,"[]","[]"
=>369,22200000.000,0.000000,0,"[]","[]"
=>370,22260000.000,0.000000,0,"[]","[]"
=>371,22320000.000,0.000000,0,"[]","[]"
=>372,22380000.000,0.000000,0,"[]","[]"
=>373,22440000.000,0.000000,0,"[]","[]"
=>374,22500000.000,0.000000,0,"[]","[]"
=>375,22560000.000,0.000000,0,"[]","[]"
=>376,22620000.000,0.000000,0,"[]","[]"
=>377,22680000.000,0.000000,0,"[]","[]"
=>378,22740000.000,0.000000,0,"[]","[]"
=>379,22800000.000,0.000000,0,"[]","[]"
=>380,22860000.000,0.000000,0,"[]","[]"
=>381,22920000.000,0.000000,0,"[]","[]"
=>382,22980000.000,0.000000,0,"[]","[]"
=>383,23040000.000,0.000000,0,"[]","[]"
=>384,23100000.000,0.000000,0,"[]","[]"
=>385,23160000.000,0.000000,0,"[]","[]"
=>386,23220000.000,0.000000,0,"[]","[]"
=>387,23280000.000,0.000000,0,"[]","[]"
=>388,23340000.000,0.000000,0,"[]","[]"
=>389,23400000.000,0.000000,0,"[]","[]"
=>390,23460000.000,0.000000,0,"[]","[]"
=>391,23520000.000,0.000000,0,"[]","[]"
=>392,23580000.000,0.000000,0,"[]","[]"
=>393,23640000.000,0.000000,0,"[]","[]"
=>394,23700000.000,0.000000,0,"[]","[]"
=>395,23760000.000,0.000000,0,"[]","[]"
=>396,23820000.000,0.000000,0,"[]","[]"
=>397,23880000.000,0.000000,0,"[]","[]"
=>398,23940000.000,0.000000,0,"[]","[]"
=>399,24000000.000,0.000000,0,"[]","[]"
=>400,24060000.000,0.000000,0,"[]","[]"
=>401,24120000.000,0.000000,0,"[]","[]"
=>402,24180000.000,0.000000,0,"[]","[]"
=>403,24240000.000,0.000000,0,"[]","[]"
=>404,24300000.000,0.000000,0,"[]","[]"
=>405,24360000.000,0.000000,0,"[]","[]"
=>406,24420000.000,0.000000,0,"[]","[]"
=>407,24480000.000,0.000000,0,"[]","[]"
=>408,24540000.000,0.000000,0,"[]","[]"
=>409,24600000.000,0.000000,0,"[]","[]"
=>410,24660000.000,0.000000,0,"[]","[]"
=>411,24720000.000,0.000000,0,"[]","[]"
=>412,24780000.000,0.000000,0,"[]","[]"
=>413,24840000.000,0.000000,0,"[]","[]"
=>414,24900000.000,0.000000,0,"[]","[]"
=>415,24960000.000,0.000000,0,"[]","[]"
=>416,25020000.000,0.000000,0,"[]","[]"
=>417,25080000.000,0.000000,0,"[]","[]"
=>418,25140000.000,0.000000,0,"[]","[]"
=>419,25200000.000,0.000000,0,"[]","[]"
=>420,25260000.000,0.000000,0,"[]","[]"
=>421,25320000.000,0.000000,0,"[]","[]"
=>422,25380000.000,0.000000,0,"[]","[]"
=>423,25440000.000,0.000000,0,"[]","[]"
=>424,25500000.000,0.000000,0,"[]","[]"
=>425,25560000.000,0.000000,0,"[]","[]"
=>426,25620000.000,0.000000,0,"[]","[]"
=>427,25680000.000,0.000000,0,"[]","[]"
=>428,25740000.000,0.000000,0,"[]","[]"
=>429,25800000.000,0.000000,0,"[]","[]"
=>430,25860000.000,0.000000,0,"[]","[]"
=>431,25920000.000,0.000000,0,"[]","[]"
=>432,25980000.000,0.000000,0,"[]","[]"
=>433,26040000.000,0.000000,0,"[]","[]"
=>434,26100000.000,0.000000,0,"[]","[]"
=>435,26160000.000,0.000000,0,"[]","[]"
=>436,26220000.000,0.000000,0,"[]","[]"
=>437,26280000.000,0.000000,0,"[]","[]"
=>438,26340000.000,0.000000,0,"[]","[]"
=>439,26400000.000,0.000000,0,"[]","[]"
=>440,26460000.000,0.000000,0,"[]","[]"
=>441,26520000.000,0.000000,0,"[]","[]"
=>442,26580000.000,0.000000,0,"[]","[]"
=>443,26640000.000,0.000000,0,"[]","[]"
=>444,26700000.000,0.000000,0,"[]","[]"
=>445,26760000.000,0.000000,0,"[]","[]"
=>446,26820000.000,0.000000,0,"[]","[]"
=>447,26880000.000,0.000000,0,"[]","[]"
=>448,26940000.000,0.000000,0,"[]","[]"
=>449,27000000.000,0.000000,0,"[]","[]"
=>450,27060000.000,0.000000,0,"[]","[]"
=>451,27120000.000,0.000000,0,"[]","[]"
=>452,27180000.000,0.000000,0,"[]","[]"
=>453,27240000.000,0.000000,0,"[]","[]"
=>454,27300000.000,0.000000,0,"[]","[]"
=>455,27360000.000,0.000000,0,"[]","[]"
=>456,27420000.000,0.000000,0,"[]","[]"
=>457,27480000.000,0.000000,0,"[]","[]"
