time,ALARM_PERIOD,ALARM_TOTAL,C01_MV,C01_PV,C01_SV,C02_MV,C02_PV,C02_SV,C03_MV,C03_PV,C03_SV,C04_MV,C04_PV,C04_SV,C05_MV,C05_PV,C05_SV,C06_MV,C06_PV,C06_SV,C07_MV,C07_PV,C07_SV,C08_MV,C08_PV,C08_SV,C09_MV,C09_PV,C09_SV,C10_MV,C10_PV,C10_SV,C11_MV,C11_PV,C11_SV,C12_MV,C12_PV,C12_SV,C13_MV,C13_PV,C13_SV,C14_MV,C14_PV,C14_SV,C15_MV,C15_PV,C15_SV,C16_MV,C16_PV,C16_SV,C17_MV,C17_PV,C17_SV,C18_MV,C18_PV,C18_SV,C19_MV,C19_PV,C19_SV,C20_MV,C20_PV,C20_SV,FI105_F,FI106_F,FI107_F,FI202_F,FI252_F,FI307_F,FI308_F,FI310_F,FI406_F,FIC101_MV,FIC101_PV,FIC101_SV,FIC102_MV,FIC102_PV,FIC102_SV,FIC103_MV,FIC103_PV,FIC103_SV,FIC201_MV,FIC201_PV,FIC201_SV,FIC251_MV,FIC251_PV,FIC251_SV,FIC301_MV,FIC301_PV,FIC301_SV,FIC302_MV,FIC302_PV,FIC302_SV,FIC303_MV,FIC303_PV,FIC303_SV,FIC304_MV,FIC304_PV,FIC304_SV,FIC305_MV,FIC305_PV,FIC305_SV,FIC306_MV,FIC306_PV,FIC306_SV,FIC401_MV,FIC401_PV,FIC401_SV,FIC402_MV,FIC402_PV,FIC402_SV,FIC403_MV,FIC403_PV,FIC403_SV,FIC404_MV,FIC404_PV,FIC404_SV,FIC405_MV,FIC405_PV,FIC405_SV,LIC101_MV,LIC101_PV,LIC101_SV,LIC102_MV,LIC102_PV,LIC102_SV,LIC201_MV,LIC201_PV,LIC201_SV,LIC251_MV,LIC251_PV,LIC251_SV,LIC301_MV,LIC301_PV,LIC301_SV,LIC401_MV,LIC401_PV,LIC401_SV,LIC402_MV,LIC402_PV,LIC402_SV,LIC402B_MV,LIC402B_PV,LIC402B_SV,LIC403_MV,LIC403_PV,LIC403_SV,MERIT_V01,MERIT_V02,MERIT_V06,MONITOR_Abnormal,OPERATE_PERIOD,OPERATE_TOTAL,PI106_P,PIC101_MV,PIC101_PV,PIC101_SV,PIC102_MV,PIC102_PV,PIC102_SV,PIC201_MV,PIC201_PV,PIC201_SV,PIC301_MV,PIC301_PV,PIC301_SV,PIC401_MV,PIC401_PV,PIC401_SV,QI101_Q,QI101_Qs,QI102_Q,QI102_Qs,QI103_Q,QI103_Qs,QI104_Q,QI104_Qs,QI105_Q,QI105_Qs,QI106_Q,QI106_Qs,QI301_Q,QI301_Qs,QI302_Q,QI302_Qs,QI401_Q,QI401_Qs,QI402_Q,QI402_Qs,QI403_Q,QI403_Qs,QI404_Q,QI404_Qs,QI405_Q,QI405_Qs,QIC101_MV,QIC101_PV,QIC101_SV,QIC102_MV,QIC102_PV,QIC102_SV,QIC103_MV,QIC103_PV,QIC103_SV,QIC104_MV,QIC104_PV,QIC104_SV,QIC105_MV,QIC105_PV,QIC105_SV,QIC401_MV,QIC401_PV,QIC401_SV,TI101_T,TI105_T,TI106_T,TIC102_MV,TIC102_PV,TIC102_SV,TIC103_MV,TIC103_PV,TIC103_SV,TIC104_MV,TIC104_PV,TIC104_SV,TIC201_MV,TIC201_PV,TIC201_SV,TIC202_MV,TIC202_PV,TIC202_SV,TIC301_MV,TIC301_PV,TIC301_SV,TIC302_MV,TIC302_PV,TIC302_SV,TIC401_MV,TIC401_PV,TIC401_SV,TIC402_MV,TIC402_PV,TIC402_SV
274488000,0.5,16.875,52.98799238,0,0,24.42861613,0,0,77.53871767,0,0,0,0,0,49.42999497,0,0,52.81501219,0,0,21.2384371,0,0,45.95058453,0,0,41.13594253,0,0,78.08152742,0,0,68.90767003,0,0,100,0,0,100,0,0,77.72939093,0,0,69.51649674,0,0,72.78195052,0,0,67.46189012,0,0,74.8895412,0,0,0,0,0,0,0,0,26.05420541,25.57385401,21.23072644,21.88246905,10.16091171,0.101597904,21.21228651,12.21347612,0.89671769,53.00238196,0.98545454,0.9893718,24.24311024,7.561860614,7.535038932,77.54379773,1.412989463,1.412978946,52.76563858,7.829765115,7.830733806,21.3052654,2.015488534,2.015459421,46.00658786,2.595110821,2.6,41.10755616,51.58240346,51.65,78.06332349,7.389331961,7.352130085,68.92224099,4.384950246,4.384899356,100,11.83410935,11.80938451,100,9.483609058,9.480547088,77.49572345,7.515714948,7.491374646,69.45872784,4.020088169,4.020077839,72.8032862,25.30464197,25.3,67.52376521,7.028303363,7.028168652,0,0,0,33.16572583,60.09785115,60,19.4561258,60.61287758,60,52.77089627,50.35843277,50,21.30050261,50.62143232,50,68.91908341,49.73956702,50,67.51043679,48.45430155,50,72.80099955,49.17813275,49.17861581,69.45408077,49.177586,50,77.45577341,49.79527507,50,1927.467599,411.9842771,1907.781009,0,0,0,788.6493217,77.55520746,887.8913197,885,30.07231147,297.0507101,303.6675796,91.71652786,620.0589614,620,77.98347841,895.8135281,895.8572639,32.31670305,124.4032261,124.1,7.545688776,7.534856178,0.404,0.397641095,22.020375,21.64086048,58.21775,58.27478486,10.946125,10.96855929,5.001997708,5.002195781,26.702875,26.63689229,0.502,0.487802222,9.767375,9.521832653,4.72859,3.823976184,3.93225,3.937540423,462.700125,461.2121841,462.464375,461.1981431,49.52297811,7.545207338,7.5,100,0.404,0.404,73.52802043,22.020375,21.6,0,58.21775,58.21775,0,10.946125,10.946125,74.90691028,9.767375,9.767375,94.68837173,156.2033151,203.4912978,34.53036947,148.363008,148.5,60.65752461,158.4245014,158.9,66.2466959,135.4141932,136,72.34983695,44.77844283,44.5,0,70.76873234,70.76896076,62.38187327,25.41106438,25,49.45619461,25.21988671,25,74.91245795,117.5191367,117,47.47504008,49.96009089,48.472013
274494000,0.888888889,17,53.0143577,0,0,23.9764158,0,0,77.56958844,0,0,0,0,0,49.80016182,0,0,52.85842895,0,0,22.81001294,0,0,46.06040062,0,0,41.02415662,0,0,77.24025935,0,0,68.88109291,0,0,100,0,0,100,0,0,77.29283907,0,0,68.44150944,0,0,72.3898257,0,0,67.35948846,0,0,74.79177243,0,0,0,0,0,0,0,0,26.02849703,25.55324366,21.20345478,21.8570153,10.13531811,0.104618798,21.18376951,12.24445109,0.890024753,52.94377268,0.998199153,0.995028196,23.79842315,7.582081265,7.568545091,77.56188022,1.419256078,1.419125207,52.87332123,7.876960375,7.877202276,22.67754487,2.098338244,2.098398079,46.0197651,2.59081479,2.6,40.99854933,51.67978427,51.65,77.01390521,7.285816929,7.304825674,68.87259805,4.368771658,4.368826951,100,11.87765461,11.89546454,100,9.490227084,9.481773363,77.25203057,7.475117945,7.479009478,68.49346778,3.983900111,3.983854503,72.39727982,25.30047244,25.3,67.30504007,6.96517541,6.965131655,0,0,0,33.08829485,60.03131043,60,20.42994294,59.46627313,60,52.87084754,49.92894501,50,22.70989495,48.63821933,50,68.8744909,50.03010404,50,67.31492712,50.24226915,50,72.39620002,49.1986987,49.19928613,68.48872268,49.19848618,50,77.69739313,50.23600193,50,1874.227199,358.7798687,1804.666058,0,0,0,787.3449134,77.55793578,885.7610195,885,31.64905119,298.178098,294.3296819,91.76961397,620.0219697,620,77.16755383,894.142794,894.1371326,32.35612185,123.8532708,124.1,7.495233539,7.503019347,0.414555556,0.407187864,21.95077778,21.65706316,58.24322222,58.21661239,10.98588889,10.96250779,4.915537248,4.910893064,26.668,26.70450878,0.494888889,0.50048924,9.899,9.537760037,4.248926667,3.270977288,3.936444444,3.932197576,460.7286667,461.342668,460.7423333,461.3550321,49.73897376,7.496352173,7.5,100,0.414555556,0.414555556,73.05382763,21.95077778,21.6,0,58.24322222,58.24322222,0,10.98588889,10.98588889,74.793356,9.899,9.899,94.83042545,156.8185069,203.4234438,35.01155408,148.2907546,148.5,58.86629961,159.1244379,158.9,65.8054128,136.7322265,136,72.90610349,44.93618595,44.5,0,70.6160025,70.61591526,63.34295224,25.3332437,25,48.99020125,24.84207277,25,74.79644668,118.028252,117,49.94839665,49.58264028,48.5376021
274500000,0,17,53.01727632,0,0,23.99095973,0,0,77.56092408,0,0,0,0,0,49.72225637,0,0,53.06276526,0,0,25.50792979,0,0,46.05120037,0,0,41.07184095,0,0,76.52502049,0,0,69.19160623,0,0,100,0,0,100,0,0,77.33571007,0,0,69.78569798,0,0,72.52167587,0,0,69.57134219,0,0,74.77237797,0,0,0,0,0,0,0,0,25.95349699,25.49683341,21.0994026,21.79223413,10.14540336,0.104228572,21.22093095,12.25268777,0.910598538,52.90636916,1.002633097,0.995755653,24.05369953,7.555927745,7.599934048,77.57123509,1.425166647,1.425058625,53.06207458,7.879706807,7.87955892,25.3581544,2.338292605,2.338408748,46.19253122,2.594970472,2.6,41.05112588,51.62155054,51.65,76.98292503,7.255449996,7.213739058,69.17329705,4.371744022,4.371679765,100,11.80875277,11.80305278,100,9.425668018,9.413570558,77.35277366,7.477758627,7.477450386,69.72585443,4.02088568,4.020939145,72.51383409,25.30008734,25.3,69.46048634,7.162226072,7.162387583,0,0,0,33.23610375,59.92414699,60,21.02710227,59.89363221,60,53.06701792,50.23062637,50,25.39368613,48.33910764,50,69.17749429,50.21667796,50,69.47828627,51.505649,50,72.51488683,51.2730664,51.273049,69.74595569,51.27260972,50,78.57330769,50.60524984,50,1751.447824,236.0004936,1712.864949,0,0,0,786.1986254,77.56381168,885.3211226,885,31.47321222,296.633819,296.9354178,91.40093521,620.0105259,620,76.75757182,892.7816988,892.7540977,32.96755767,123.6305059,124.1,7.498552079,7.495468546,0.41,0.412269384,21.7575,21.67469195,58.253,58.21376295,11.082,11.03137765,4.913335584,4.916298058,26.676,26.7020381,0.495,0.506160623,9.637,9.691852571,3.488295,2.950804176,3.9345,3.926870841,461.3605,457.6127644,461.411,457.6293101,49.73996594,7.498623861,7.5,100,0.41,0.41,71.37635507,21.75750001,21.6,0,58.253,58.253,0,11.082,11.082,74.77310845,9.637000001,9.637,94.7082654,156.6975461,203.3677894,34.67759441,149.1598976,148.5,59.3940387,158.8998264,158.9,65.63244439,135.8212417,136,73.30403368,44.63223279,44.5,0,70.75029022,70.73904167,64.20314066,25.25789617,25,49.21716057,25.32365189,25,74.77315645,117.9636225,117,50.38618595,49.19027161,49.45586436
274506000,0,17,53.05227212,0,0,24.07436777,0,0,77.53612459,0,0,0,0,0,49.67033818,0,0,53.01787088,0,0,29.18139039,0,0,46.05098014,0,0,41.11516796,0,0,73.22503258,0,0,69.68722037,0,0,100,0,0,100,0,0,77.34226169,0,0,70.76919365,0,0,72.35436864,0,0,71.8797503,0,0,74.62401993,0,0,0,0,0,0,0,0,25.96991339,25.385696,21.17516647,21.85275319,10.14819282,0.102573811,21.27799988,12.27908319,0.942614514,52.94384803,0.99418729,0.992239161,23.78477376,7.614161581,7.571164718,77.5255195,1.419575688,1.419506457,53.02273162,7.878415064,7.879477843,29.01250871,2.647139673,2.647199765,46.19689744,2.599176537,2.6,40.95880505,51.72621364,51.65,73.0389101,6.898564875,6.896311535,69.66006791,4.402640488,4.402645971,100,11.87888968,11.89544137,100,9.497214128,9.512188736,77.1566913,7.474478256,7.464661178,70.73683638,4.084237186,4.084538363,72.35739349,25.30086375,25.3,71.78830815,7.407546436,7.407580447,0,0,0,33.5494742,59.84102544,60,19.63977144,60.62178077,60,53.01933211,49.94895353,50,29.05978834,47.43373568,50,69.66655409,50.36018442,50,71.82064873,51.46207946,50,72.35629433,50.58074544,50.58065504,70.74384847,50.58074544,50,79.3400838,50.462301,50,1653.536224,138.0888937,1578.566121,0,0,0,787.3399726,77.52778414,886.0348672,885,30.31541791,298.4880153,301.6362922,91.62953199,620.1339299,620,73.05152006,894.7246583,894.7182008,33.39360589,123.9594297,124.1,7.499578557,7.522638581,0.404625,0.404343676,21.51875,21.61540233,58.205,58.2374587,11.125,11.02468788,4.969970136,4.9670986,26.717875,26.65606576,0.50475,0.496838497,9.45125,10.07936508,3.1156675,3.127792663,3.92975,3.926903464,459.929,453.9729597,459.830875,453.9886302,49.69511007,7.504656878,7.5,100,0.404625,0.404625,68.96183508,21.51875,21.6,0,58.205,58.205,0,11.125,11.125,74.62467078,9.45125,9.45125,94.76020064,156.3345222,203.4408299,34.26756085,148.5769574,148.5,60.31270196,158.5925915,158.9,65.88922263,135.8748628,136,73.49625096,44.87053456,44.5,0,71.01638145,71.01665706,65.21850275,25.56094239,25,50.71067193,25.37178983,25,74.62471824,118.5860531,117,48.83018574,49.17650528,50.09134529
274512000,0,17,52.8833923,0,0,24.13826783,0,0,77.50993482,0,0,0,0,0,49.56037108,0,0,53.09738966,0,0,32.57522614,0,0,45.95619005,0,0,40.98986046,0,0,73.39894353,0,0,69.99803188,0,0,100,0,0,100,0,0,76.85210469,0,0,71.53511173,0,0,72.71653463,0,0,72.22982804,0,0,74.61933065,0,0,0,0,0,0,0,0,25.94670898,25.42728629,21.15087802,21.97279498,10.2175323,0.104456151,21.40115168,12.30697947,0.955156047,52.86425495,0.999820621,0.992579651,23.76372478,7.626014358,7.588779132,77.51519763,1.422948148,1.422897794,53.09439456,7.876991446,7.877657668,32.42821207,2.945172168,2.945306751,46.1294756,2.596462499,2.6,40.84927357,51.74124996,51.65,73.42905954,6.978966639,6.923206088,70.01520373,4.428130252,4.42809184,100,11.81442944,11.80943318,100,9.475381857,9.502467062,76.77547665,7.493171296,7.461868098,71.47393543,4.136097828,4.136020964,72.69735574,25.29483516,25.3,72.25521528,7.469497739,7.469471824,0,0,0,33.93384135,59.81437493,60,20.54457305,59.53046315,60,53.09520406,50.06191633,50,32.46961179,47.70199695,50,70.01882129,50.18852503,50,72.25150427,50.09721694,50,72.69980268,50.43189668,50.43166698,71.4764348,50.4320709,50,79.40353714,49.94902044,50,1524.47955,9.032219644,1456.380932,0,0,0,786.656275,77.51230211,885.8888415,885,31.63233063,296.8404704,294.8141549,91.52293528,619.5386993,620,73.42080417,892.3634584,892.3978749,33.12114826,124.4904303,124.1,7.535759238,7.518233159,0.395875,0.409573341,21.54675,21.65856812,58.208875,58.26062763,11.052125,10.92532681,4.942815606,4.946193005,26.687875,26.67696719,0.5015,0.502709268,9.587375,10.45734376,3.0065125,3.585133728,3.926,3.931818728,456.177,453.3862625,456.028875,453.3793954,49.52125589,7.535636335,7.5,100,0.395875,0.395875,69.23121422,21.54675,21.6,0,58.208875,58.208875,0,11.052125,11.052125,74.61892092,9.587375,9.587375,94.48259786,156.4030115,203.4046841,34.41188366,148.2313754,148.5,58.94152706,159.0987173,158.9,65.42204415,136.0141797,136,73.66167719,44.26943009,44.5,0,70.66864417,70.66808664,65.70609679,24.86313999,25,51.22648929,24.96078797,25,74.61891391,118.3561551,117,46.49366003,48.24162764,49.67724779
274518000,0,17.25,52.95097799,0,0,24.36943166,0,0,77.47182523,0,0,0,0,0,49.43093824,0,0,53.30852925,0,0,35.3472326,0,0,46.02618578,0,0,41.14187863,0,0,71.95522732,0,0,70.53503146,0,0,100,0,0,100,0,0,77.28144035,0,0,71.6648611,0,0,72.89569888,0,0,70.55455025,0,0,74.81223709,0,0,0,0,0,0,0,0,25.99277188,25.41783294,21.17385924,21.86539291,10.25815475,0.102948369,21.25310308,12.36105836,0.942086249,52.83703243,0.99611908,0.990099316,24.38597622,7.529213102,7.571621786,77.48545577,1.419796972,1.419789167,53.28006595,7.902584633,7.900814439,35.26530407,3.190934854,3.191024163,46.0790332,2.594035141,2.6,40.88541099,51.80998175,51.65,72.05920105,6.750031821,6.78781671,70.499992,4.453457677,4.453425154,100,11.79191783,11.78783726,100,9.463032695,9.47073498,77.43561921,7.452531298,7.481223248,71.61288904,4.15055187,4.150566235,72.8941447,25.29973679,25.3,70.6539408,7.351575844,7.351530719,0,0,0,34.07920769,59.92828153,60,20.01296423,60.3163193,60,53.28379277,50.13266277,50,35.29851798,48.12103366,50,70.50870528,50.48673081,50,70.63860485,48.72361552,50,72.89450481,50.03977327,50.03977334,71.61187571,50.03996325,50,78.63931544,49.40917398,50,1397.451663,-117.995667,1317.410633,0,0,0,787.3266908,77.4866577,885.8640658,885,30.42138149,298.6226644,300.2156428,91.60666177,620.047107,620,72.08264474,892.9196099,892.9952585,32.42465918,124.6736385,124.1,7.52878167,7.539151769,0.408,0.403771295,21.42075,21.6218645,58.255125,58.20295034,10.9025,11.05395274,4.968580852,4.962192933,26.655625,26.6471231,0.498125,0.495821754,10.288,10.70326216,3.30772875,4.11576925,3.92825,3.937106605,453.66475,455.1120092,453.585875,455.0950025,49.51581552,7.529780601,7.5,100,0.408,0.408,67.87527683,21.42075,21.6,0,58.255125,58.255125,0,10.9025,10.9025,74.81232129,10.288,10.288,94.25451923,156.5982754,203.4383787,35.10070457,147.7899479,148.5,60.02565979,158.7178721,158.9,65.83663614,136.0062698,136,72.74430604,44.28389497,44.5,0,69.94916535,69.94938176,64.32051863,24.81324048,25,50.03365247,24.2864382,25,74.81231915,117.0569524,117,45.87852478,49.19912583,48.63049808
274524000,0.555555556,18,52.86395103,0,0,24.15531056,0,0,77.51634531,0,0,0,0,0,49.68444747,0,0,53.2757198,0,0,38.31432536,0,0,45.95746374,0,0,40.99617342,0,0,73.51062766,0,0,71.66991509,0,0,100,0,0,100,0,0,76.94775121,0,0,71.37067976,0,0,72.71489518,0,0,69.15156575,0,0,74.68404537,0,0,0,0,0,0,0,0,25.88065748,25.30739241,21.06813905,21.89255215,10.27235839,0.10509475,21.25923616,12.45278953,0.899483672,52.86628176,0.993893411,0.992681177,24.15540508,7.645719966,7.614586768,77.5073104,1.427580687,1.427590444,53.26443359,7.928987952,7.930387043,38.22432963,3.446159444,3.446209588,45.86354271,2.600217931,2.6,41.06455268,51.63755763,51.65,73.42613913,6.902554109,6.930671727,71.62913791,4.520098908,4.520115007,100,11.79877705,11.80450635,100,9.438860248,9.451281368,77.10928106,7.476684886,7.46841093,71.32523897,4.133410956,4.133946329,72.73227917,25.30475826,25.3,69.15229714,7.172730824,7.172709001,0,0,0,34.0037632,60.03864458,60,20.87555124,59.6122736,60,53.27452682,50.01174222,50,38.23385284,48.20848087,50,71.63900286,50.61635118,50,69.15221274,49.41213202,50,72.73019983,50.03005819,50.03059787,71.35977198,50.0299871,50,77.63358224,49.41868749,50,1234.810866,-280.6602416,1150.764616,0,0,0,785.7252305,77.5101696,884.57626,885,31.74468956,296.5617799,295.7401492,91.30602519,619.6713148,620,73.51151813,891.8869646,891.7652218,32.04617541,124.1245526,124.1,7.492874189,7.501400482,0.402111111,0.413318329,21.61666667,21.62114448,58.24133333,58.18099899,10.86888889,11.11023774,4.901914931,4.901853787,26.66577778,26.68678871,0.499666667,0.508215278,10.47611111,10.66151058,3.845024444,4.05800938,3.934222222,3.935351212,454.1398889,461.8688318,454.2875556,461.8470001,49.65770936,7.497994124,7.5,100,0.402111113,0.402111111,69.74342156,21.61666665,21.6,0,58.24133333,58.24133333,0,10.86888889,10.86888889,74.68404213,10.47611112,10.47611111,94.71802377,156.9290438,203.3454263,35.06383219,148.9960865,148.5,59.15929944,158.9919278,158.9,65.66034765,135.7842362,136,72.83129825,44.51309071,44.5,0,70.47390505,70.47372932,64.24383591,24.97625614,25,48.94674116,25.04131756,25,74.68406749,117.7684301,117,48.82365261,49.17315876,48.06945801
274530000,1,18.125,52.87920603,0,0,24.83171388,0,0,77.57980334,0,0,0,0,0,49.93387919,0,0,53.39617519,0,0,40.28140438,0,0,45.8767412,0,0,41.11638457,0,0,75.96018038,0,0,72.23966136,0,0,100,0,0,100,0,0,77.01534549,0,0,72.2302025,0,0,72.57003616,0,0,70.67234104,0,0,74.77211452,0,0,0,0,0,0,0,0,25.88193114,25.37124995,21.05537037,21.82749616,10.29025254,0.106685742,21.16043135,12.49778726,0.885047569,52.89130869,0.99691038,0.997317621,24.59764029,7.606366266,7.622621016,77.56666918,1.429397165,1.429399505,53.4351174,7.940398638,7.939568358,40.12931389,3.627038086,3.627055628,45.90886064,2.594696483,2.6,41.06632986,51.57583585,51.65,75.83252871,7.159714162,7.134580032,72.21302599,4.554325819,4.554473445,100,11.73112045,11.75066697,100,9.402674543,9.40066994,76.89244797,7.483756274,7.476918695,72.23645215,4.177306818,4.176810526,72.55180767,25.29802698,25.3,70.57240465,7.287640003,7.287725165,0,0,0,33.64667439,60.17598767,60,20.31409675,60.22987493,60,53.39575454,50.03674116,50,40.23080647,48.72628069,50,72.21979213,50.40743577,50,70.58714501,51.10835793,50,72.55060498,50.42080216,50.42081329,72.2096936,50.42089232,50,77.31949133,49.90197099,50,1124.384602,-391.0873157,1086.82155,0,0,0,785.3076045,77.58502732,882.4279795,885,30.98170388,299.3552765,300.2607049,91.31699222,620.3209907,620,75.92380396,891.3028241,891.3066215,32.27125051,123.8793986,124.1,7.447927573,7.481390192,0.39175,0.414771544,21.767125,21.61547781,58.232875,58.28613453,10.974875,11.01403602,4.869883341,4.866432186,26.661125,26.69340121,0.499,0.510158801,10.368625,10.95719238,4.0901775,4.597818346,3.93625,3.931115294,457.8435,462.1721255,458.074,462.1796798,49.93959668,7.44645974,7.5,100,0.39175,0.39175,71.34844018,21.767125,21.6,0,58.232875,58.232875,0,10.974875,10.974875,74.7705273,10.368625,10.368625,94.75641597,157.0717557,203.3248212,34.8375208,148.8189032,148.5,60.04623313,158.6934678,158.9,65.87742762,136.596176,136,72.72426202,44.54126476,44.5,0,70.42581604,70.42606329,63.86045496,24.8709388,25,48.37925417,25.0102292,25,74.77034103,117.0826672,117,49.45409741,48.60839696,48.40883938
274536000,1,19.375,52.81391459,0,0,24.73774863,0,0,77.57782389,0,0,0,0,0,49.85088511,0,0,53.48645652,0,0,41.12886004,0,0,45.86022664,0,0,41.01468657,0,0,75.90008538,0,0,72.85906178,0,0,100,0,0,100,0,0,77.49809685,0,0,72.91544008,0,0,72.82097094,0,0,72.52010234,0,0,74.85973032,0,0,0,0,0,0,0,0,25.86106223,25.33555193,21.01380164,21.76524519,10.20284724,0.105078236,21.05871828,12.55350749,0.892060843,52.92553665,0.994174491,0.99791456,24.8893583,7.598294573,7.632169619,77.58485921,1.431198509,1.431181506,53.45300153,7.954017523,7.95347098,41.18463966,3.719620703,3.719644066,45.69015305,2.603109468,2.6,41.14422796,51.57266284,51.65,75.86144799,7.078690316,7.129878336,72.79732057,4.590638414,4.590683148,100,11.77756299,11.75910517,100,9.411931619,9.418058422,77.50856052,7.480275058,7.485858256,72.7845418,4.225184894,4.225178079,72.81474116,25.29850673,25.3,72.45053291,7.492027465,7.492083373,0,0,0,33.19265159,60.22137032,60,20.94333593,59.79541392,60,53.45183307,49.99440082,50,41.19028338,49.40074959,50,72.7882338,50.40025815,50,72.46168621,51.3304465,50,72.815306,50.27230057,50.27231353,72.78803047,50.27230057,50,77.82622427,50.42574193,50,1085.749233,-429.6919487,1072.697215,0,0,0,785.0637229,77.59167304,883.9101118,885,31.1802573,295.9065808,301.013008,91.19947173,619.9161564,620,75.85108363,892.1834607,892.2219573,32.42346047,124.0637286,124.1,7.464435032,7.453986474,0.418375,0.416356611,21.755625,21.59676811,58.2215,58.2643025,11.004625,11.04609152,4.890298273,4.895146729,26.685625,26.66423736,0.508625,0.512459889,10.845375,11.09668237,4.23118625,5.136878287,3.933125,3.930838391,462.45925,462.6175963,462.54625,462.6048583,49.93656937,7.456944775,7.5,100,0.418375,0.418375,71.30130197,21.755625,21.6,0,58.2215,58.2215,0,11.004625,11.004625,74.85906326,10.845375,10.845375,95.23468947,156.4308682,203.3168362,34.19899133,148.9680459,148.5,60.22843284,158.5848713,158.9,65.45201598,135.3847189,136,73.07696163,44.80748791,44.5,0,70.82921499,70.83039956,64.07891726,25.27602717,25,49.50302067,25.53976146,25,74.8590153,116.6853375,117,49.72145486,48.90357559,48.63520889
274542000,1,20.25,52.86079908,0,0,24.8724655,0,0,77.53122997,0,0,0,0,0,49.60797806,0,0,53.30685278,0,0,40.96139734,0,0,45.76896506,0,0,41.0318924,0,0,76.03684429,0,0,73.79765449,0,0,100,0,0,100,0,0,77.30391566,0,0,72.99468933,0,0,72.66682767,0,0,73.14385419,0,0,74.98899977,0,0,0,0,0,0,0,0,25.9382354,25.37525809,21.09087851,21.79912625,10.14852719,0.103009461,21.08913471,12.6177265,0.921176148,52.84331925,0.996264025,0.993561975,24.78495694,7.587866604,7.588635119,77.54376495,1.422872088,1.422892363,53.29529503,7.956230426,7.95656743,41.04599283,3.717013791,3.716967957,45.78819913,2.603865379,2.6,41.02014676,51.62220259,51.65,76.30356702,7.164438052,7.108568248,73.77091932,4.6601569,4.66030508,100,11.75378543,11.73485172,100,9.393147599,9.399586784,77.38765692,7.474995361,7.493861729,72.92596029,4.222904516,4.22292068,72.69327458,25.30479288,25.3,73.20587063,7.587570427,7.587539338,0,0,0,32.86338121,60.1621279,60,19.77078521,60.42038483,60,53.29481211,49.96875369,50,41.03102629,50.45023382,50,73.77746404,50.53550269,50,73.2030064,50.12813178,50,72.68985612,50.35601213,50.35600416,72.93045839,50.35601213,50,78.82314518,50.68351547,50,1070.82844,-444.6237717,1081.027785,0,0,0,786.6848589,77.54354897,885.86371,885,30.83142086,298.2769339,296.9521692,91.33160228,620.1673579,620,76.22159336,894.387997,894.4135814,32.65595349,123.7274069,124.1,7.524232965,7.504307479,0.416,0.406579839,21.71875,21.57891347,58.19575,58.18319902,10.990375,11.17589728,4.931286158,4.930968934,26.678375,26.62268005,0.509875,0.499669938,11.06125,11.16776807,4.82388,5.525862569,3.93,3.927322597,462.289125,466.4441128,462.2745,466.4250842,49.68150522,7.509654625,7.5,100,0.416,0.416,71.08749845,21.71875,21.6,0,58.19575,58.19575,0,10.990375,10.990375,74.93961266,11.06125,11.06125,95.46947509,156.350145,203.4164455,33.85460373,148.6270359,148.5,59.38420229,158.9883199,158.9,66.28991258,135.6612456,136,73.70280098,45.03082379,44.5,0,70.99448704,70.99407732,65.20860007,25.36185708,25,51.18029115,25.48741073,25,74.93953532,116.212245,117,52.11265798,49.82323057,48.98870585
